establishment_name,city,state,establishment_type,created_timestamp,naics_code,industry_description,annual_average_employees,total_hours_worked,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_injuries,total_cases,is_correct,sectors_code,subsectors_code
PSHMG Nyes Rd,Harrisburg,PA,1.0,2021-03-27 02:34:22,621111," Medical doctors' (MDs, except mental health) offices (e.g., centers, clinics) ",130,222914.0,0,2,0,1,3,3,True,62,621
"Morgantown, PA",Morgantown,PA,1.0,2021-02-19 20:51:40,424910, Farm supplies merchant wholesalers ,51,95976.0,0,1,0,0,1,1,True,42,424
MedVet Indianapolis,Carmel,IN,1.0,2021-02-26 14:42:36,541940, Animal hospitals ,95,177840.0,0,0,0,0,0,0,True,54,541
SEFA Group (SIS),Gaston,SC,1.0,2021-01-14 16:07:25,423320, Asphalt and concrete mixtures merchant wholesalers ,73,163326.0,0,1,0,2,2,3,False,42,423
"YOUNG GALVANIZING, INC.",PULASKI,PA,1.0,2021-02-09 14:09:56,332812, Galvanizing metals and metal products for the trade ,103,172324.0,0,1,14,6,15,21,False,33,332
Signature Flight Support Scottsdale,Scottsdale,AZ,1.0,2021-03-09 09:48:25,488190,Support Activities for Air Transportation,33,59172.0,0,0,0,0,0,0,True,49,488
Century Mold-TN,Rochester,NY,1.0,2021-03-10 19:01:44,333249, Injection molding machinery for plastics manufacturing ,161,300640.0,0,4,1,0,5,5,True,33,333
Ennis Electric Company Inc,Manassas,VA,1.0,2021-02-01 19:31:50,236220," Addition, alteration and renovation for-sale builders, commercial and institutional building ",118,232465.0,0,4,0,0,4,4,True,23,236
EMD Millipore Norwood,Norwood,OH,1.0,2021-01-29 17:40:23,424690," Chemicals (except agriculture) (e.g., automotive, household, industrial, photographic) merchant wholesalers ",115,220621.0,0,0,1,0,1,1,True,42,424
Beaverton Kia,Beaverton,OR,1.0,2021-01-30 00:28:25,441110," Automobile dealers, new only or new and used ",48,105253.0,0,0,0,2,1,2,False,45,441
ELKHORN,Elkhorn,WI,1.0,2021-02-21 17:34:03,424410,General Line Grocery,46,97361.0,0,0,1,0,1,1,True,42,424
Genoa #3,Genoa,WI,1.0,2021-02-16 16:10:41,221112," Power generation, fossil fuel (e.g., coal, gas, oil), electric ",77,133135.0,0,1,0,0,1,1,True,22,221
Christman Cable Inc.,Belton,TX,1.0,2021-06-09 13:13:24,238210, Electrical contractors ,30,4568.0,0,0,0,0,0,0,True,23,238
Town Hall,Plainfield,CT,3.0,2021-02-09 16:40:54,921190, General public administration ,25,41256.0,0,0,0,1,1,1,True,92,921
"Ralph E. Jones, Inc.",Harrisburg,PA,1.0,2021-01-18 16:29:12,238320, Painting and wallpapering ,42,43479.0,0,0,0,0,0,0,True,23,238
1808-00000301-214,MIAMI,FL,1.0,2021-02-18 15:33:45,445110,Supermarket,94,104898.0,0,4,1,0,1,5,False,45,445
"Benore Logistic Systems, Inc. - Erie",Erie,MI,1.0,2021-01-31 19:11:41,484110," General freight trucking, local ",42,93288.0,0,1,1,0,2,2,True,49,484
VHG - Vision Hospitality Group,Chattanooga,TN,1.0,2021-02-16 20:55:38,721110, Hotels (except casino hotels) ,25,80314.0,0,1,0,0,1,1,True,72,721
Fortune Dallas,Dallas,TX,1.0,2021-01-21 16:08:34,423930," Scrap materials (e.g., automotive, industrial)  merchant wholesalers ",39,62590.0,0,1,0,0,1,1,True,42,423
C-COM INC,Macon,MO,1.0,2021-04-01 14:59:14,237130," Cable laying (e.g., cable television, electricity, marine, telephone), including underground ",34,41321.0,0,1,0,0,1,1,True,23,237
MNM006,Saint Paul,MN,1.0,2021-02-26 21:46:20,441320,Tire Dealers,25,32322.0,0,0,1,0,1,1,True,45,441
567340-SALEM PO,SALEM,WI,1.0,2021-02-27 23:55:58,491110,Mail and Parcel Delivery,14,24449.0,0,1,0,0,1,1,True,49,491
591-NiSource-Auburn IN-Auburn Dr,Auburn,IN,1.0,2021-02-18 20:24:56,221210,Natural Gas Distribution,6,11760.0,0,0,0,0,0,0,True,22,221
024-00035,WEST BADEN SPRINGS,IN,1.0,2021-02-19 18:49:53,445110,Retail grocery not including convenience stores,64,75414.0,0,0,0,0,0,0,True,45,445
"Inline Devices, LLC",Houston,TX,1.0,2021-02-25 22:46:15,213112," Pipe testing services, oil and gas field, on a contract basis ",44,90574.0,0,0,0,0,0,0,True,21,213
Indianapolis IN,Indianapolis,IN,1.0,2021-02-09 14:15:36,493120, Cold storage warehousing ,195,382827.0,0,0,1,0,1,1,True,49,493
All Saints Senior Living,Shakopee,MN,1.0,2021-04-03 01:43:05,623311, Assisted-living facilities with on-site nursing facilities ,60,86268.0,0,34,0,0,0,34,False,62,623
50012 CAPSTONE CVS LUMBERTON,LUMBERTON,NJ,1.0,2021-03-12 01:17:19,493110, General warehousing and storage ,38,63011.0,0,0,0,0,0,0,True,49,493
Technical Machining Services,Rogers,AR,1.0,2021-01-27 16:25:03,332119," Metal stampings (except automotive, cans, coins), unfinished, manufacturing ",83,160288.0,0,1,0,2,3,3,True,33,332
Parkesburg Warehouse 2,Parkesburg,PA,1.0,2021-03-10 00:09:01,493110,General Warehouseing & storage,46,109803.0,0,0,1,0,1,1,True,49,493
Royal Worcester,Worcester,MA,1.0,2021-03-11 18:57:16,531110,Real Estate Mangement,6,11801.0,0,0,0,0,0,0,True,53,531
Siberian Sea,Seattle,WA,1.0,2021-03-26 16:01:02,114112, Crabbing ,18,83750.0,0,2,0,0,2,2,True,11,114
Store 1110,GAINESVILLE,GA,1.0,2021-02-25 17:18:11,445110,Supermarkets and other grocery (except convenience) stores,138,198428.0,0,1,1,2,4,4,True,45,445
Holly Springs Rehabilitation and Healthcare Center,Holly Springs,MS,1.0,2021-01-27 17:43:32,623110, Nursing homes ,88,144504.0,0,3,0,1,4,4,True,62,623
Price Rite Store 401 Secane,Secane,PA,1.0,2021-02-02 16:34:04,445110, Grocery stores ,42,57105.0,0,1,0,0,1,1,True,45,445
Tradesmen International Baltimore - North,Baltimore,MD,1.0,2021-02-19 15:35:30,561320, Temporary staffing services ,34,52744.0,0,0,0,0,0,0,True,56,561
C.A. Smith Inc. d/b/a Ravena Shop N Save,Ravena ,NY,1.0,2021-03-10 17:32:22,445110, Grocery stores ,55,87116.0,0,0,0,1,1,1,True,45,445
Bridgewater Memory Care,Granbury,TX,1.0,2021-02-25 21:42:51,623312, Assisted-living facilities without on-site nursing care facilities ,33,67115.0,0,0,0,0,0,0,True,62,623
Shell Catalysts & Technologies - Pittsburg,Pittsburg,CA,1.0,2021-01-22 20:25:40,325180," Sodium inorganic compounds, not specified elsewhere by process, manufacturing ",64,138754.0,0,0,0,0,0,0,True,33,325
Bulk Transport Company East- Fenton,Fenton ,MO,1.0,2021-03-17 15:03:32,484110," Bulk mail truck transportation, contract, local ",95,197600.0,0,4,0,1,5,5,True,49,484
District Wide,Warroad,MN,2.0,2021-02-09 22:43:51,611110,K-12 Education,41,54801.0,0,0,0,0,0,0,True,61,611
"Mansea Metal, Inc.",Winchester,KY,1.0,2021-06-04 17:44:14,332311," Panels, prefabricated metal building, manufacturing ",52,72892.0,0,0,0,2,2,2,True,33,332
West Blanche Street Group Home,Pine Level,NC,1.0,2021-02-17 17:07:55,623210,Human Services Non-Profit,4,7418.0,0,0,0,0,0,0,True,62,623
INEOS Oxide,Plaquemine,LA,1.0,2021-03-03 05:56:07,325199, Ethylene glycol manufacturing ,90,186484.0,0,0,0,0,0,0,True,33,325
Sault Tribe Health and Human Services,Saint Ignace,MI,1.0,2021-02-19 21:11:54,622110," Children's hospitals, general ",48,81306.0,0,0,0,0,0,0,True,62,622
Vintage Knolls,Danville,PA,1.0,2021-01-11 16:01:34,623312, Assisted-living facilities without on-site nursing care facilities ,36,57919.0,0,7,0,3,10,10,True,62,623
Robinson CUSD #2,Robinson,IL,3.0,2021-01-15 14:55:34,485410," Bus operation, school and employee ",21,26937.0,0,0,0,0,0,0,True,49,485
Cypress Semiconductor Austin,Austin,TX,1.0,2021-02-27 00:05:52,334413, Semiconductor memory chips manufacturing ,910,1724375.0,0,2,2,2,4,6,False,33,334
Willoughby Supply 0250,Cincinnati,OH,1.0,2021-02-26 20:02:06,423330, Asphalt roofing shingles merchant wholesalers ,22,41262.0,0,0,0,0,0,0,True,42,423
Duggan Contracting Corporation,St. Peters,MO,1.0,2021-01-14 14:29:57,238350," Cabinets, wood built-in, constructed on site ",71,133295.0,0,0,0,0,0,0,True,23,238
NC - NHP,High Point,NC,1.0,2021-02-26 21:03:53,561110,Office Administrative Services,243,487913.0,0,0,0,1,1,1,True,56,561
SODEXO AT HC VP DATA ANALYTICS,WILLIAMSVILLE,NY,1.0,2021-03-03 16:58:23,561110,Business Services,1,320.0,0,0,0,0,0,0,True,56,561
PSSI - 0746 OSI Group - Ashland/Chicago,Chicago,IL,1.0,2021-02-15 16:20:39,561720,Janitorial Services,75,137119.0,0,1,0,1,2,2,True,56,561
2004-00002330,SANTA ANA,CA,1.0,2021-02-26 17:44:01,236115,Housing Construction & Trade School,40,65437.0,0,0,0,0,0,0,True,23,236
Oaktree Consulting LLC,Port Charlotte,FL,1.0,2021-02-16 16:08:59,238220, Plumbing contractors ,44,70625.0,0,2,0,0,2,2,True,23,238
RN Market - Exeter,Exeter,CA,1.0,2021-01-29 18:22:48,445110, Supermarkets ,30,43349.0,0,0,0,0,0,0,True,45,445
Chester County Hospital,West Chester,PA,1.0,2021-02-23 16:53:23,622110," Hospitals, general medical and surgical ",2552,3604396.0,0,40,14,41,92,95,False,62,622
2807-0754,OAKLAND PARK,FL,1.0,2021-01-28 22:17:46,444110,Homecenter,168,256953.0,0,1,0,0,1,1,True,45,444
Dallas Door Shop - BMD,Lancaster,TX,1.0,2021-02-26 17:24:25,321911, Wood door frames and sash manufacturing ,41,41672.0,0,0,0,0,0,0,True,33,321
Berridge - Chicago,West Chicago,IL,1.0,2021-01-30 20:32:17,493190," Warehousing (except farm products, general merchandise, refrigerated) ",3,6240.0,0,0,0,0,0,0,True,49,493
"HOLSINGER DRYWALL, INC.",FORT COLLINS,CO,1.0,2021-03-09 03:14:58,238310, Drywall contractors ,38,80586.0,0,0,0,1,1,1,True,23,238
Drew Marine- Whippany,Whippany,NJ,1.0,2021-04-06 14:28:20,551114, Subsidiary management offices ,120,125421.0,0,0,0,0,0,0,True,55,551
Van Haren Electric,Byron Center ,MI,1.0,2021-02-09 19:58:05,238210, Low voltage electrical work ,70,124241.0,0,0,1,2,3,3,True,23,238
Nikkei Senior Gardens,Scottsdale,AZ,1.0,2021-02-18 20:38:26,623311, Assisted-living facilities with on-site nursing facilities ,62,106485.0,0,1,1,0,2,2,True,62,623
NMC Group Lincoln East,Lincoln,NE,1.0,2021-02-17 16:25:33,811310, Heavy machinery and equipment repair and maintenance services ,22,43092.0,0,0,0,0,0,0,True,81,811
Aberdeen Village,Olathe,KS,1.0,2021-02-22 17:41:10,623311, Assisted-living facilities with on-site nursing facilities ,176,228702.0,0,0,3,0,3,3,True,62,623
252502-DET-COLLEGE PARK STA,DETROIT,MI,1.0,2021-02-28 15:07:51,491110,Mail and Parcel Delivery,114,206152.0,0,8,6,1,15,15,True,49,491
United Farmers Cooperative (Hamburg),Hamburg,IA,1.0,2021-01-14 21:53:36,111150," Corn farming (except sweet corn), field and seed production ",3,4575.0,0,0,0,0,0,0,True,11,111
Logistics : NJ_Linden_801_ABDA,Linden,NJ,1.0,2021-01-28 21:43:18,484110,"General Freight Trucking, Local",93,187767.0,0,8,1,2,11,11,True,49,484
Eagle Rock Distributing Co. - Calhoun,Calhoun,GA,1.0,2021-03-10 20:14:31,424810," Beverages, alcoholic (except distilled spirits, wine), merchant wholesalers ",89,168633.0,0,3,2,0,5,5,True,42,424
Reed City Home,Reed City,MI,1.0,2021-03-22 14:37:33,623210," Group homes, intellectual and developmental disability ",11,19959.0,0,0,0,0,0,0,True,62,623
Sacoma Fabrication,Columbus,IN,1.0,2021-03-09 13:34:24,336390," Exhaust systems and parts, automotive, truck, and bus, manufacturing ",30,15302.0,0,0,0,0,0,0,True,33,336
Holiday Inn Express & Suites,East Peoria,IL,1.0,2021-02-15 21:12:01,721110, Hotels (except casino hotels) ,19,27144.0,0,0,0,0,0,0,True,72,721
"Cedar Rapids, IA - Edgewood Rd- BioLife",CEDAR RAPIDS,IA,1.0,2021-01-27 20:13:47,621991,Plasmapheresis Center,53,73832.0,0,0,0,0,0,0,True,62,621
Kuehne + Nagel Inc. (EVI-6467),Elk Grove Village,IL,1.0,2021-02-11 17:44:05,493110," Bonded warehousing, general merchandise ",5,874.0,0,0,0,0,0,0,True,49,493
6400-SWY-0020-0023-03064,BELLAIRE,TX,1.0,2021-02-24 03:36:29,445110,Supermarkets and Other Grocery (except Convenience) Stores,64,95787.0,0,3,2,0,2,5,False,45,445
Detroit (DTW),Detroit,MI,1.0,2021-01-27 21:34:02,481111, Scheduled air passenger carriers ,739,1053817.0,0,4,5,2,10,11,False,49,481
"Lotus, LLC",Andrews,TX,1.0,2021-03-03 14:25:51,562211,Oil & Gas,22,42619.0,0,0,0,0,0,0,True,56,562
GEAR MANUFACTURING INC,ANAHEIM,CA,1.0,2021-02-17 23:56:04,332710, Machine shops ,49,85356.0,0,1,0,3,4,4,True,33,332
Kinco Constructors,Little Rock,AR,1.0,2021-01-07 23:09:06,236220, Commercial building construction general contractors ,93,201201.0,0,0,0,2,2,2,True,23,236
Otis Elevator Company-Pittsburgh,Pittsburgh,PA,1.0,2021-03-18 20:16:10,238290,"Elevator/Escalator-Installation, Modernization, Maintenance, Service, and Repair",120,196195.0,0,1,1,0,2,2,True,23,238
Minneapolis,Chaska,MN,1.0,2021-03-29 21:02:01,532310,Equipment Sales/Rental,6,10606.0,0,0,0,0,0,0,True,53,532
"MIDDLESEX HEALTH SYSTEM, INC.",MIDDLETOWN,CT,1.0,2021-02-26 18:04:42,622110," Hospitals, general medical and surgical ",2079,3020325.0,0,35,16,41,85,92,False,62,622
"MD.BALTI.14 - Ricoh Usa, Inc.",BALTIMORE,MD,1.0,2021-02-06 01:23:17,423420,Office Equipment,1,2000.0,0,0,0,0,0,0,True,42,423
2807-2893,MANSFIELD,PA,1.0,2021-01-28 22:33:52,444110,Homecenter,114,186860.0,0,3,0,1,4,4,True,45,444
SODEXO AT INGENIUM,GAITHERSBURG,MD,1.0,2021-03-03 16:42:33,561110,Business Services,4,7448.0,0,0,0,0,0,0,True,56,561
Circle,Cortland,NY,1.0,2021-02-19 18:26:39,623100,Private Non Profit,989,1006681.0,0,0,0,0,0,0,True,62,623
ControlTech Automation - ATL,Alpharetta,GA,1.0,2021-02-26 17:43:55,335313," Control panels, electric power distribution, manufacturing ",10,19336.0,0,0,0,0,0,0,True,33,335
"Select Specialty Hospital - Knoxville, Inc.",Knoxville,TN,1.0,2021-03-02 05:39:57,622310,"Hospitals, specialty (except psychiatric, substance abuse)",111,176338.0,0,6,0,0,5,6,False,62,622
Gill Rock Drill Company Inc,Lebanon,PA,1.0,2021-05-11 21:39:24,333120," Rock drills, construction and surface mining-type, manufacturing ",33,69922.0,0,1,0,1,2,2,True,33,333
1581 N. Trooper Rd,Norristown,PA,1.0,2021-02-17 20:30:12,624120," Activity centers for disabled persons, the elderly, and persons diagnosed with intellectual and developmental disabilities ",27,17737.0,0,0,0,1,1,1,True,62,624
LSI Technology,Columbus,OH,1.0,2021-02-25 17:58:52,334418, Loaded computer boards manufacturing ,167,292864.0,0,1,0,0,1,1,True,33,334
620-00401,GRAND JUNCTION,CO,1.0,2021-02-19 22:22:51,445110,Retail grocery not including convenience stores,134,213192.0,0,2,1,0,2,3,False,45,445
Kamco Supply - Glens Falls,Queensbury,NY,1.0,2021-02-22 19:10:28,444190, Building materials supply dealers ,21,42980.0,0,1,0,2,3,3,True,45,444
Skeleton Creek Wind Farm,Goultry,OK,1.0,2021-02-01 20:53:08,327320, Concrete batch plants (including temporary) ,22,11611.0,0,0,0,0,0,0,True,33,327
Princeton ,Princeton ,WV,1.0,2021-03-05 13:32:11,423610,Electrical Wholesale Distribution ,4,5339.0,0,0,0,0,0,0,True,42,423
HydroChem LLC-BTX,Baytown,TX,1.0,2021-08-11 18:49:22,238990,Industrial Cleaning,73,189579.0,0,0,0,0,0,0,True,23,238
Atlanta East,Lawrenceville,GA,1.0,2021-03-03 06:31:53,444190,Building material and supplies dealers,45,117544.0,0,0,3,1,4,4,True,45,444
STA - Williamsport,Williamsport,PA,1.0,2021-01-27 14:53:39,485410," Bus operation, school and employee ",80,42457.0,0,4,0,1,4,5,False,49,485
Kuehne + Nagel Inc. (CHS-6322),North Charleston,SC,1.0,2021-02-16 14:09:39,488510," Agents, shipping ",20,40000.0,0,0,0,0,0,0,True,49,488
4256-3912,WHITE PLAINS,NY,1.0,2021-01-22 02:44:40,532111,Passenger car rental,38,13045.0,0,0,0,0,0,0,True,53,532
"Herold's Salads, Inc.",Cleveland,OH,1.0,2021-02-04 16:24:55,311991," Salads, fresh or refrigerated, manufacturing ",25,39758.0,0,0,0,0,0,0,True,33,311
Bagenll Auto Supply - Randolph,Randolph,MA,1.0,2021-05-11 15:05:54,441310, Automotive parts and supply stores ,10,14500.0,0,0,0,0,0,0,True,45,441
"OHL USA, INC. -TEXAS LOCATION",Austin,TX,1.0,2021-02-26 15:55:08,237310," Culverts, highway, road and street, construction ",295,686125.0,0,1,0,2,3,3,True,23,237
"S&K Federal Services, LLC",St. Ignatius,MT,1.0,2021-04-06 21:49:52,336412," Aircraft engine and engine parts (except carburetors, pistons, piston rings, valves) manufacturing ",12,2084.0,0,0,0,0,0,0,True,33,336
"The Ritz - Carlton, Amelia Island",Amelia Island,FL,1.0,2021-02-02 15:23:35,721110," Hotels, resort, without casinos ",597,602652.0,0,3,7,2,12,12,True,72,721
SODEXO AT DEPLOYMENT TEAM,Cheektowaga,NY,1.0,2021-03-03 17:06:18,561110,Business Services,3,4773.0,0,0,0,0,0,0,True,56,561
Hinchcliff Lumber Company,Parsons,WV,1.0,2021-01-27 18:48:04,321920," Ammunition boxes, wood, manufacturing ",42,77684.0,0,0,0,1,1,1,True,33,321
Baldwin Family Health Care - Lincoln School,Cadillac,MI,1.0,2021-02-08 20:45:36,621498," Community health centers and clinics, outpatient ",1,612.0,0,0,0,0,0,0,True,62,621
"Komatsu Mining - Wellington, UT",Wellington,UT,1.0,2021-01-25 22:13:54,811310, Heavy machinery and equipment repair and maintenance services ,108,196221.0,0,0,0,0,0,0,True,81,811
"CA.FONTA.7 - Ricoh Americas Holdings, Inc.",FONTANA,CA,1.0,2021-02-06 01:06:20,423420,Office Equipment,1,2000.0,0,0,0,0,0,0,True,42,423
AMZL : DLV1,Las Vegas,NV,1.0,2021-03-29 19:12:10,493110,General Warehousing and Storage,588,745401.0,0,42,19,8,65,69,False,49,493
62055 CAPSTONE - USF SALEM VA ,SALEM,VA,1.0,2021-03-09 06:01:19,493110, General warehousing and storage ,29,50789.0,0,1,0,0,1,1,True,49,493
Princess Anne Health and Rehabilitation Center,Virginia Beach,VA,1.0,2021-03-10 20:00:17,623110, Nursing homes ,192,268477.0,0,1,0,8,9,9,True,62,623
Camsan Inc,Stamford,CT,1.0,2021-02-05 21:18:00,238210," Electrical, electrical wiring, and low voltage electrical work ",89,146249.0,0,0,2,2,4,4,True,23,238
RiverRidge Center,Kennebunk,ME,1.0,2021-02-03 19:45:35,623110, Nursing homes ,77,160212.0,0,1,1,0,2,2,True,62,623
ORION ORNAMENTAL IRON,NORTH HOLLYWOOD,CA,1.0,2021-04-06 15:39:21,238190, Ornamental metal work installation ,44,64121.0,0,0,0,0,0,0,True,23,238
Kocourek Chevrolet,Wausau,WI,1.0,2021-02-26 20:09:03,441110," Automobile dealers, new only or new and used ",65,145653.0,0,0,1,1,2,2,True,45,441
The Watermark at 3030 Park,Bridgeport,CT,1.0,2021-02-25 20:45:01,623311," Retirement communities, continuing care ",243,313262.0,0,3,2,1,6,6,True,62,623
LifeServices - The Winds at Mattern Orchard,Duncansville,PA,1.0,2021-03-11 20:39:19,623312, Assisted-living facilities without on-site nursing care facilities ,38,65767.0,0,1,4,0,5,5,True,62,623
"Guhring, Inc. - Wisconsin",Brookfield,WI,1.0,2021-02-26 19:19:33,333515, Machine tool attachments and accessories manufacturing ,331,600196.0,0,1,1,3,5,5,True,33,333
Guttenberg Admin,Guttenberg,IA,1.0,2021-01-26 22:44:52,624310," Job training, vocational rehabilitation or habilitation ",27,52807.0,0,0,0,0,0,0,True,62,624
"Woodruff & Sons, Inc.-IN",Michigan City,IN,1.0,2021-02-23 16:20:22,237110, Sanitary sewer construction ,30,62053.0,0,0,0,0,0,0,True,23,237
48forty Solutions,Fayetteville,AR,1.0,2021-03-10 15:28:08,321920,Recycling and Manufacturing of Wooden Pallets,78,162933.0,0,1,5,0,6,6,True,33,321
DMS - Longview,Longview,TX,1.0,2021-02-26 21:54:44,811310, Commercial and industrial machinery repair and maintenance services ,21,45411.0,0,0,0,0,0,0,True,81,811
Agility Fuel Solutions - Powertrain Systems,Wixom,MI,1.0,2021-03-16 20:03:11,336390," Gas tanks assembled, automotive, truck, and bus, manufacturing ",10,20751.0,0,0,0,0,0,0,True,33,336
AXion Logistics % BASF Geismar,Geismar,LA,1.0,2021-01-25 18:08:17,541614, Customs consulting services ,17,37722.0,0,0,0,0,0,0,True,54,541
Absecon,Egg Harbor Township,NJ,1.0,2021-02-26 16:47:12,424430," Dairy products, frozen, merchant wholesalers ",20,36677.0,0,0,0,0,0,0,True,42,424
California Department of Transportation Facility 187,Shaver Lake,CA,2.0,2021-03-11 00:26:55,237310,"Repair, highway, road, street, bridge or airport runway",1499,3117920.0,0,0,0,2,0,2,False,23,237
1001-UCPMC-ARMORY A - PRESCHOOL,UTICA,NY,1.0,2021-02-26 22:05:38,623220,HUMAN SERVICES,80,58866.0,0,0,0,2,2,2,True,62,623
CIT Relay & Switch,Rogers,MN,1.0,2021-01-04 18:00:24,335314," Relays, electrical and electronic, manufacturing ",27,42866.0,0,1,1,1,3,3,True,33,335
EZ Portable Buildings,West Paducah,KY,1.0,2021-02-10 16:51:56,321992," Buildings, prefabricated, wood, manufacturing ",50,54972.0,0,0,0,0,0,0,True,33,321
OTCACN-AEG-TRACY MU,TRACY,CA,1.0,2021-02-22 14:30:38,621420,OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,3,378.0,0,0,0,0,0,0,True,62,621
Cosmax NBT USA Inc Marquis,Garland,TX,1.0,2021-01-25 16:42:37,311514," Beverages, dietary, dairy and nondairy based ",18,37440.0,0,0,0,0,0,0,True,33,311
5472-NAI-0033-0033-00163,CAMBRIDGE,MA,1.0,2021-02-24 03:46:05,445110,Supermarkets and Other Grocery (except Convenience) Stores,176,212632.0,0,4,0,0,1,4,False,45,445
NORTHERN REGION : BTU,Oroville,CA,2.0,2021-02-11 22:07:56,922160,CAL FIRE,415,413463.0,0,33,14,0,26,47,False,92,922
Polyair/Intertape Polymer Group of Bardstown,Bardstown,KY,1.0,2021-01-22 21:49:47,326150, Foam plastics products (except polystrene) manufacturing ,85,167381.0,0,1,3,0,4,4,True,33,326
Hayden Homes LLC - WA,Redmond,OR,1.0,2021-02-09 03:43:55,236115," Condominium, single-family, construction general contractors ",34,70497.0,0,0,0,2,2,2,True,23,236
"Systems Plant Services, Inc.- Columbus, MS  SDI",El Dorado,AR,1.0,2021-02-26 18:28:29,238220, Mechanical contractors ,44,107339.0,0,0,0,0,0,0,True,23,238
266 CRESTWOOD,ST LOUIS,MO,1.0,2021-02-17 20:19:30,445110,Grocery Stores,109,167698.0,0,1,1,1,2,3,False,45,445
